# Expanded Genesis Nova corpus
0+0 => 0 | route=1
14-12 => 2 | route=1
14/12 => 1 | route=1
14+13 => 27 | route=1
14-13 => 1 | route=1
14/13 => 1 | route=1
14+14 => 28 | route=1
14-14 => 0 | route=1
14/14 => 1 | route=1
14+15 => 29 | route=1
14-15 => -1 | route=1
14/15 => 0 | route=1
14+16 => 30 | route=1
14-16 => -2 | route=1
14/16 => 0 | route=1
14+17 => 31 | route=1
14-17 => -3 | route=1
14/17 => 0 | route=1
14+18 => 32 | route=1
14-18 => -4 | route=1
14/18 => 0 | route=1
14+19 => 33 | route=1
14-19 => -5 | route=1
14/19 => 0 | route=1
14+20 => 34 | route=1
14-20 => -6 | route=1
14/20 => 0 | route=1
15+0 => 15 | route=1
15-0 => 15 | route=1
15+1 => 16 | route=1
15-1 => 14 | route=1
15/1 => 15 | route=1
15+2 => 17 | route=1
15-2 => 13 | route=1
15/2 => 7 | route=1
15+3 => 18 | route=1
15-3 => 12 | route=1
15/3 => 5 | route=1
15+4 => 19 | route=1
15-4 => 11 | route=1
15/4 => 3 | route=1
15+5 => 20 | route=1
15-5 => 10 | route=1
15/5 => 3 | route=1
15+6 => 21 | route=1
15-6 => 9 | route=1
15/6 => 2 | route=1
15+7 => 22 | route=1
15-7 => 8 | route=1
15/7 => 2 | route=1
15+8 => 23 | route=1
15-8 => 7 | route=1
15/8 => 1 | route=1
15+9 => 24 | route=1
15-9 => 6 | route=1
15/9 => 1 | route=1
15+10 => 25 | route=1
15-10 => 5 | route=1
15/10 => 1 | route=1
15+11 => 26 | route=1
15-11 => 4 | route=1
15/11 => 1 | route=1
15+12 => 27 | route=1
15-12 => 3 | route=1
15/12 => 1 | route=1
15+13 => 28 | route=1
15-13 => 2 | route=1
15/13 => 1 | route=1
15+14 => 29 | route=1
15-14 => 1 | route=1
15/14 => 1 | route=1
15+15 => 30 | route=1
15-15 => 0 | route=1
15/15 => 1 | route=1
15+16 => 31 | route=1
15-16 => -1 | route=1
15/16 => 0 | route=1
15+17 => 32 | route=1
15-17 => -2 | route=1
15/17 => 0 | route=1
15+18 => 33 | route=1
15-18 => -3 | route=1
15/18 => 0 | route=1
15+19 => 34 | route=1
15-19 => -4 | route=1
15/19 => 0 | route=1
15+20 => 35 | route=1
15-20 => -5 | route=1
15/20 => 0 | route=1
16+0 => 16 | route=1
16-0 => 16 | route=1
16+1 => 17 | route=1
16-1 => 15 | route=1
16/1 => 16 | route=1
16+2 => 18 | route=1
16-2 => 14 | route=1
16/2 => 8 | route=1
16+3 => 19 | route=1
16-3 => 13 | route=1
16/3 => 5 | route=1
16+4 => 20 | route=1
16-4 => 12 | route=1
16/4 => 4 | route=1
16+5 => 21 | route=1
16-5 => 11 | route=1
16/5 => 3 | route=1
16+6 => 22 | route=1
16-6 => 10 | route=1
16/6 => 2 | route=1
16+7 => 23 | route=1
16-7 => 9 | route=1
16/7 => 2 | route=1
16+8 => 24 | route=1
16-8 => 8 | route=1
16/8 => 2 | route=1
16+9 => 25 | route=1
16-9 => 7 | route=1
16/9 => 1 | route=1
16+10 => 26 | route=1
16-10 => 6 | route=1
16/10 => 1 | route=1
16+11 => 27 | route=1
16-11 => 5 | route=1
16/11 => 1 | route=1
16+12 => 28 | route=1
16-12 => 4 | route=1
16/12 => 1 | route=1
16+13 => 29 | route=1
16-13 => 3 | route=1
16/13 => 1 | route=1
16+14 => 30 | route=1
16-14 => 2 | route=1
16/14 => 1 | route=1
16+15 => 31 | route=1
16-15 => 1 | route=1
16/15 => 1 | route=1
16+16 => 32 | route=1
16-16 => 0 | route=1
16/16 => 1 | route=1
16+17 => 33 | route=1
16-17 => -1 | route=1
16/17 => 0 | route=1
16+18 => 34 | route=1
16-18 => -2 | route=1
16/18 => 0 | route=1
16+19 => 35 | route=1
16-19 => -3 | route=1
16/19 => 0 | route=1
16+20 => 36 | route=1
16-20 => -4 | route=1
16/20 => 0 | route=1
17+0 => 17 | route=1
17-0 => 17 | route=1
17+1 => 18 | route=1
17-1 => 16 | route=1
17/1 => 17 | route=1
17+2 => 19 | route=1
17-2 => 15 | route=1
17/2 => 8 | route=1
17+3 => 20 | route=1
17-3 => 14 | route=1
17/3 => 5 | route=1
17+4 => 21 | route=1
17-4 => 13 | route=1
17/4 => 4 | route=1
17+5 => 22 | route=1
17-5 => 12 | route=1
17/5 => 3 | route=1
17+6 => 23 | route=1
17-6 => 11 | route=1
17/6 => 2 | route=1
17+7 => 24 | route=1
17-7 => 10 | route=1
17/7 => 2 | route=1
17+8 => 25 | route=1
17-8 => 9 | route=1
17/8 => 2 | route=1
17+9 => 26 | route=1
17-9 => 8 | route=1
17/9 => 1 | route=1
17+10 => 27 | route=1
17-10 => 7 | route=1
17/10 => 1 | route=1
17+11 => 28 | route=1
17-11 => 6 | route=1
17/11 => 1 | route=1
17+12 => 29 | route=1
17-12 => 5 | route=1
17/12 => 1 | route=1
17+13 => 30 | route=1
17-13 => 4 | route=1
17/13 => 1 | route=1
17+14 => 31 | route=1
17-14 => 3 | route=1
17/14 => 1 | route=1
17+15 => 32 | route=1
17-15 => 2 | route=1
17/15 => 1 | route=1
17+16 => 33 | route=1
17-16 => 1 | route=1
17/16 => 1 | route=1
17+17 => 34 | route=1
17-17 => 0 | route=1
17/17 => 1 | route=1
17+18 => 35 | route=1
17-18 => -1 | route=1
17/18 => 0 | route=1
17+19 => 36 | route=1
17-19 => -2 | route=1
17/19 => 0 | route=1
17+20 => 37 | route=1
17-20 => -3 | route=1
17/20 => 0 | route=1
18+0 => 18 | route=1
18-0 => 18 | route=1
18+1 => 19 | route=1
18-1 => 17 | route=1
18/1 => 18 | route=1
18+2 => 20 | route=1
18-2 => 16 | route=1
18/2 => 9 | route=1
18+3 => 21 | route=1
18-3 => 15 | route=1
18/3 => 6 | route=1
18+4 => 22 | route=1
18-4 => 14 | route=1
18/4 => 4 | route=1
18+5 => 23 | route=1
18-5 => 13 | route=1
18/5 => 3 | route=1
18+6 => 24 | route=1
18-6 => 12 | route=1
18/6 => 3 | route=1
18+7 => 25 | route=1
18-7 => 11 | route=1
18/7 => 2 | route=1
18+8 => 26 | route=1
18-8 => 10 | route=1
18/8 => 2 | route=1
18+9 => 27 | route=1
18-9 => 9 | route=1
18/9 => 2 | route=1
18+10 => 28 | route=1
18-10 => 8 | route=1
18/10 => 1 | route=1
18+11 => 29 | route=1
18-11 => 7 | route=1
18/11 => 1 | route=1
18+12 => 30 | route=1
18-12 => 6 | route=1
18/12 => 1 | route=1
18+13 => 31 | route=1
18-13 => 5 | route=1
18/13 => 1 | route=1
18+14 => 32 | route=1
18-14 => 4 | route=1
18/14 => 1 | route=1
18+15 => 33 | route=1
18-15 => 3 | route=1
18/15 => 1 | route=1
18+16 => 34 | route=1
18-16 => 2 | route=1
18/16 => 1 | route=1
18+17 => 35 | route=1
18-17 => 1 | route=1
18/17 => 1 | route=1
18+18 => 36 | route=1
18-18 => 0 | route=1
18/18 => 1 | route=1
18+19 => 37 | route=1
18-19 => -1 | route=1
18/19 => 0 | route=1
18+20 => 38 | route=1
18-20 => -2 | route=1
18/20 => 0 | route=1
19+0 => 19 | route=1
19-0 => 19 | route=1
19+1 => 20 | route=1
19-1 => 18 | route=1
19/1 => 19 | route=1
19+2 => 21 | route=1
19-2 => 17 | route=1
19/2 => 9 | route=1
19+3 => 22 | route=1
19-3 => 16 | route=1
19/3 => 6 | route=1
19+4 => 23 | route=1
19-4 => 15 | route=1
19/4 => 4 | route=1
19+5 => 24 | route=1
19-5 => 14 | route=1
19/5 => 3 | route=1
19+6 => 25 | route=1
19-6 => 13 | route=1
19/6 => 3 | route=1
19+7 => 26 | route=1
19-7 => 12 | route=1
19/7 => 2 | route=1
19+8 => 27 | route=1
19-8 => 11 | route=1
19/8 => 2 | route=1
19+9 => 28 | route=1
19-9 => 10 | route=1
19/9 => 2 | route=1
19+10 => 29 | route=1
19-10 => 9 | route=1
19/10 => 1 | route=1
19+11 => 30 | route=1
19-11 => 8 | route=1
19/11 => 1 | route=1
19+12 => 31 | route=1
19-12 => 7 | route=1
19/12 => 1 | route=1
19+13 => 32 | route=1
19-13 => 6 | route=1
19/13 => 1 | route=1
19+14 => 33 | route=1
19-14 => 5 | route=1
19/14 => 1 | route=1
19+15 => 34 | route=1
19-15 => 4 | route=1
19/15 => 1 | route=1
19+16 => 35 | route=1
19-16 => 3 | route=1
19/16 => 1 | route=1
19+17 => 36 | route=1
19-17 => 2 | route=1
19/17 => 1 | route=1
19+18 => 37 | route=1
19-18 => 1 | route=1
19/18 => 1 | route=1
19+19 => 38 | route=1
19-19 => 0 | route=1
19/19 => 1 | route=1
19+20 => 39 | route=1
19-20 => -1 | route=1
19/20 => 0 | route=1
20+0 => 20 | route=1
20-0 => 20 | route=1
20+1 => 21 | route=1
20-1 => 19 | route=1
20/1 => 20 | route=1
20+2 => 22 | route=1
20-2 => 18 | route=1
20/2 => 10 | route=1
20+3 => 23 | route=1
20-3 => 17 | route=1
20/3 => 6 | route=1
20+4 => 24 | route=1
20-4 => 16 | route=1
20/4 => 5 | route=1
20+5 => 25 | route=1
20-5 => 15 | route=1
20/5 => 4 | route=1
20+6 => 26 | route=1
20-6 => 14 | route=1
20/6 => 3 | route=1
20+7 => 27 | route=1
20-7 => 13 | route=1
20/7 => 2 | route=1
20+8 => 28 | route=1
20-8 => 12 | route=1
20/8 => 2 | route=1
20+9 => 29 | route=1
20-9 => 11 | route=1
20/9 => 2 | route=1
20+10 => 30 | route=1
20-10 => 10 | route=1
20/10 => 2 | route=1
20+11 => 31 | route=1
20-11 => 9 | route=1
20/11 => 1 | route=1
20+12 => 32 | route=1
20-12 => 8 | route=1
20/12 => 1 | route=1
20+13 => 33 | route=1
20-13 => 7 | route=1
20/13 => 1 | route=1
20+14 => 34 | route=1
20-14 => 6 | route=1
20/14 => 1 | route=1
20+15 => 35 | route=1
20-15 => 5 | route=1
20/15 => 1 | route=1
20+16 => 36 | route=1
20-16 => 4 | route=1
20/16 => 1 | route=1
20+17 => 37 | route=1
20-17 => 3 | route=1
20/17 => 1 | route=1
20+18 => 38 | route=1
20-18 => 2 | route=1
20/18 => 1 | route=1
20+19 => 39 | route=1
20-19 => 1 | route=1
20/19 => 1 | route=1
20+20 => 40 | route=1
20-20 => 0 | route=1
20/20 => 1 | route=1
21+0 => 21 | route=1
21-0 => 21 | route=1
21+1 => 22 | route=1
21-1 => 20 | route=1
21/1 => 21 | route=1
21+2 => 23 | route=1
21-2 => 19 | route=1
21/2 => 10 | route=1
21+3 => 24 | route=1
21-3 => 18 | route=1
21/3 => 7 | route=1
21+4 => 25 | route=1
21-4 => 17 | route=1
21/4 => 5 | route=1
21+5 => 26 | route=1
21-5 => 16 | route=1
21/5 => 4 | route=1
21+6 => 27 | route=1
21-6 => 15 | route=1
21/6 => 3 | route=1
21+7 => 28 | route=1
21-7 => 14 | route=1
21/7 => 3 | route=1
21+8 => 29 | route=1
21-8 => 13 | route=1
21/8 => 2 | route=1
21+9 => 30 | route=1
21-9 => 12 | route=1
21/9 => 2 | route=1
21+10 => 31 | route=1
21-10 => 11 | route=1
21/10 => 2 | route=1
21+11 => 32 | route=1
21-11 => 10 | route=1
21/11 => 1 | route=1
21+12 => 33 | route=1
21-12 => 9 | route=1
21/12 => 1 | route=1
21+13 => 34 | route=1
21-13 => 8 | route=1
21/13 => 1 | route=1
21+14 => 35 | route=1
21-14 => 7 | route=1
21/14 => 1 | route=1
21+15 => 36 | route=1
21-15 => 6 | route=1
21/15 => 1 | route=1
21+16 => 37 | route=1
21-16 => 5 | route=1
21/16 => 1 | route=1
21+17 => 38 | route=1
21-17 => 4 | route=1
21/17 => 1 | route=1
21+18 => 39 | route=1
21-18 => 3 | route=1
21/18 => 1 | route=1
21+19 => 40 | route=1
21-19 => 2 | route=1
21/19 => 1 | route=1
21+20 => 41 | route=1
21-20 => 1 | route=1
21/20 => 1 | route=1
22+0 => 22 | route=1
22-0 => 22 | route=1
22+1 => 23 | route=1
22-1 => 21 | route=1
22/1 => 22 | route=1
22+2 => 24 | route=1
22-2 => 20 | route=1
22/2 => 11 | route=1
22+3 => 25 | route=1
22-3 => 19 | route=1
22/3 => 7 | route=1
22+4 => 26 | route=1
22-4 => 18 | route=1
22/4 => 5 | route=1
22+5 => 27 | route=1
22-5 => 17 | route=1
22/5 => 4 | route=1
22+6 => 28 | route=1
22-6 => 16 | route=1
22/6 => 3 | route=1
22+7 => 29 | route=1
22-7 => 15 | route=1
22/7 => 3 | route=1
22+8 => 30 | route=1
22-8 => 14 | route=1
22/8 => 2 | route=1
22+9 => 31 | route=1
22-9 => 13 | route=1
22/9 => 2 | route=1
22+10 => 32 | route=1
22-10 => 12 | route=1
22/10 => 2 | route=1
22+11 => 33 | route=1
22-11 => 11 | route=1
22/11 => 2 | route=1
22+12 => 34 | route=1
22-12 => 10 | route=1
22/12 => 1 | route=1
22+13 => 35 | route=1
22-13 => 9 | route=1
22/13 => 1 | route=1
22+14 => 36 | route=1
22-14 => 8 | route=1
22/14 => 1 | route=1
22+15 => 37 | route=1
22-15 => 7 | route=1
22/15 => 1 | route=1
22+16 => 38 | route=1
22-16 => 6 | route=1
22/16 => 1 | route=1
22+17 => 39 | route=1
22-17 => 5 | route=1
22/17 => 1 | route=1
22+18 => 40 | route=1
22-18 => 4 | route=1
22/18 => 1 | route=1
22+19 => 41 | route=1
22-19 => 3 | route=1
22/19 => 1 | route=1
22+20 => 42 | route=1
22-20 => 2 | route=1
22/20 => 1 | route=1
23+0 => 23 | route=1
23-0 => 23 | route=1
23+1 => 24 | route=1
23-1 => 22 | route=1
23/1 => 23 | route=1
23+2 => 25 | route=1
23-2 => 21 | route=1
23/2 => 11 | route=1
23+3 => 26 | route=1
23-3 => 20 | route=1
23/3 => 7 | route=1
23+4 => 27 | route=1
23-4 => 19 | route=1
23/4 => 5 | route=1
23+5 => 28 | route=1
23-5 => 18 | route=1
23/5 => 4 | route=1
23+6 => 29 | route=1
23-6 => 17 | route=1
23/6 => 3 | route=1
23+7 => 30 | route=1
23-7 => 16 | route=1
23/7 => 3 | route=1
23+8 => 31 | route=1
23-8 => 15 | route=1
23/8 => 2 | route=1
23+9 => 32 | route=1
23-9 => 14 | route=1
23/9 => 2 | route=1
23+10 => 33 | route=1
23-10 => 13 | route=1
23/10 => 2 | route=1
23+11 => 34 | route=1
23-11 => 12 | route=1
23/11 => 2 | route=1
23+12 => 35 | route=1
23-12 => 11 | route=1
23/12 => 1 | route=1
23+13 => 36 | route=1
23-13 => 10 | route=1
23/13 => 1 | route=1
23+14 => 37 | route=1
23-14 => 9 | route=1
23/14 => 1 | route=1
23+15 => 38 | route=1
23-15 => 8 | route=1
23/15 => 1 | route=1
23+16 => 39 | route=1
23-16 => 7 | route=1
23/16 => 1 | route=1
23+17 => 40 | route=1
23-17 => 6 | route=1
23/17 => 1 | route=1
23+18 => 41 | route=1
23-18 => 5 | route=1
23/18 => 1 | route=1
23+19 => 42 | route=1
23-19 => 4 | route=1
23/19 => 1 | route=1
23+20 => 43 | route=1
23-20 => 3 | route=1
23/20 => 1 | route=1
24+0 => 24 | route=1
24-0 => 24 | route=1
24+1 => 25 | route=1
24-1 => 23 | route=1
24/1 => 24 | route=1
24+2 => 26 | route=1
24-2 => 22 | route=1
24/2 => 12 | route=1
24+3 => 27 | route=1
24-3 => 21 | route=1
24/3 => 8 | route=1
24+4 => 28 | route=1
24-4 => 20 | route=1
24/4 => 6 | route=1
24+5 => 29 | route=1
24-5 => 19 | route=1
24/5 => 4 | route=1
24+6 => 30 | route=1
24-6 => 18 | route=1
24/6 => 4 | route=1
24+7 => 31 | route=1
24-7 => 17 | route=1
24/7 => 3 | route=1
24+8 => 32 | route=1
24-8 => 16 | route=1
24/8 => 3 | route=1
24+9 => 33 | route=1
24-9 => 15 | route=1
24/9 => 2 | route=1
24+10 => 34 | route=1
24-10 => 14 | route=1
24/10 => 2 | route=1
24+11 => 35 | route=1
24-11 => 13 | route=1
24/11 => 2 | route=1
24+12 => 36 | route=1
24-12 => 12 | route=1
24/12 => 2 | route=1
24+13 => 37 | route=1
24-13 => 11 | route=1
24/13 => 1 | route=1
24+14 => 38 | route=1
24-14 => 10 | route=1
24/14 => 1 | route=1
24+15 => 39 | route=1
24-15 => 9 | route=1
24/15 => 1 | route=1
24+16 => 40 | route=1
24-16 => 8 | route=1
24/16 => 1 | route=1
24+17 => 41 | route=1
24-17 => 7 | route=1
24/17 => 1 | route=1
24+18 => 42 | route=1
24-18 => 6 | route=1
24/18 => 1 | route=1
24+19 => 43 | route=1
24-19 => 5 | route=1
24/19 => 1 | route=1
24+20 => 44 | route=1
24-20 => 4 | route=1
24/20 => 1 | route=1
25+0 => 25 | route=1
25-0 => 25 | route=1
25+1 => 26 | route=1
25-1 => 24 | route=1
25/1 => 25 | route=1
25+2 => 27 | route=1
25-2 => 23 | route=1
25/2 => 12 | route=1
25+3 => 28 | route=1
25-3 => 22 | route=1
25/3 => 8 | route=1
25+4 => 29 | route=1
25-4 => 21 | route=1
25/4 => 6 | route=1
25+5 => 30 | route=1
25-5 => 20 | route=1
25/5 => 5 | route=1
25+6 => 31 | route=1
25-6 => 19 | route=1
25/6 => 4 | route=1
25+7 => 32 | route=1
25-7 => 18 | route=1
25/7 => 3 | route=1
25+8 => 33 | route=1
25-8 => 17 | route=1
25/8 => 3 | route=1
25+9 => 34 | route=1
25-9 => 16 | route=1
25/9 => 2 | route=1
25+10 => 35 | route=1
25-10 => 15 | route=1
25/10 => 2 | route=1
25+11 => 36 | route=1
25-11 => 14 | route=1
25/11 => 2 | route=1
25+12 => 37 | route=1
25-12 => 13 | route=1
25/12 => 2 | route=1
25+13 => 38 | route=1
25-13 => 12 | route=1
25/13 => 1 | route=1
25+14 => 39 | route=1
25-14 => 11 | route=1
25/14 => 1 | route=1
25+15 => 40 | route=1
25-15 => 10 | route=1
25/15 => 1 | route=1
25+16 => 41 | route=1
25-16 => 9 | route=1
25/16 => 1 | route=1
25+17 => 42 | route=1
25-17 => 8 | route=1
25/17 => 1 | route=1
25+18 => 43 | route=1
25-18 => 7 | route=1
25/18 => 1 | route=1
25+19 => 44 | route=1
25-19 => 6 | route=1
25/19 => 1 | route=1
25+20 => 45 | route=1
25-20 => 5 | route=1
25/20 => 1 | route=1
26+0 => 26 | route=1
26-0 => 26 | route=1
26+1 => 27 | route=1
26-1 => 25 | route=1
26/1 => 26 | route=1
26+2 => 28 | route=1
26-2 => 24 | route=1
26/2 => 13 | route=1
26+3 => 29 | route=1
26-3 => 23 | route=1
26/3 => 8 | route=1
26+4 => 30 | route=1
26-4 => 22 | route=1
26/4 => 6 | route=1
26+5 => 31 | route=1
26-5 => 21 | route=1
26/5 => 5 | route=1
26+6 => 32 | route=1
26-6 => 20 | route=1
26/6 => 4 | route=1
26+7 => 33 | route=1
26-7 => 19 | route=1
26/7 => 3 | route=1
26+8 => 34 | route=1
26-8 => 18 | route=1
26/8 => 3 | route=1
26+9 => 35 | route=1
26-9 => 17 | route=1
26/9 => 2 | route=1
26+10 => 36 | route=1
26-10 => 16 | route=1
26/10 => 2 | route=1
26+11 => 37 | route=1
26-11 => 15 | route=1
26/11 => 2 | route=1
26+12 => 38 | route=1
26-12 => 14 | route=1
26/12 => 2 | route=1
26+13 => 39 | route=1
26-13 => 13 | route=1
26/13 => 2 | route=1
26+14 => 40 | route=1
26-14 => 12 | route=1
26/14 => 1 | route=1
26+15 => 41 | route=1
26-15 => 11 | route=1
26/15 => 1 | route=1
26+16 => 42 | route=1
26-16 => 10 | route=1
26/16 => 1 | route=1
26+17 => 43 | route=1
26-17 => 9 | route=1
26/17 => 1 | route=1
26+18 => 44 | route=1
26-18 => 8 | route=1
26/18 => 1 | route=1
26+19 => 45 | route=1
26-19 => 7 | route=1
26/19 => 1 | route=1
26+20 => 46 | route=1
26-20 => 6 | route=1
26/20 => 1 | route=1
27+0 => 27 | route=1
27-0 => 27 | route=1
27+1 => 28 | route=1
27-1 => 26 | route=1
27/1 => 27 | route=1
27+2 => 29 | route=1
27-2 => 25 | route=1
27/2 => 13 | route=1
27+3 => 30 | route=1
27-3 => 24 | route=1
27/3 => 9 | route=1
27+4 => 31 | route=1
27-4 => 23 | route=1
27/4 => 6 | route=1
27+5 => 32 | route=1
27-5 => 22 | route=1
27/5 => 5 | route=1
27+6 => 33 | route=1
27-6 => 21 | route=1
27/6 => 4 | route=1
27+7 => 34 | route=1
27-7 => 20 | route=1
27/7 => 3 | route=1
27+8 => 35 | route=1
27-8 => 19 | route=1
27/8 => 3 | route=1
27+9 => 36 | route=1
27-9 => 18 | route=1
27/9 => 3 | route=1
27+10 => 37 | route=1
27-10 => 17 | route=1
27/10 => 2 | route=1
27+11 => 38 | route=1
27-11 => 16 | route=1
27/11 => 2 | route=1
27+12 => 39 | route=1
27-12 => 15 | route=1
27/12 => 2 | route=1
27+13 => 40 | route=1
27-13 => 14 | route=1
27/13 => 2 | route=1
27+14 => 41 | route=1
27-14 => 13 | route=1
27/14 => 1 | route=1
27+15 => 42 | route=1
27-15 => 12 | route=1
27/15 => 1 | route=1
27+16 => 43 | route=1
27-16 => 11 | route=1
27/16 => 1 | route=1
27+17 => 44 | route=1
27-17 => 10 | route=1
27/17 => 1 | route=1
27+18 => 45 | route=1
27-18 => 9 | route=1
27/18 => 1 | route=1
27+19 => 46 | route=1
27-19 => 8 | route=1
27/19 => 1 | route=1
27+20 => 47 | route=1
27-20 => 7 | route=1
27/20 => 1 | route=1
28+0 => 28 | route=1
28-0 => 28 | route=1
28+1 => 29 | route=1
28-1 => 27 | route=1
28/1 => 28 | route=1
28+2 => 30 | route=1
28-2 => 26 | route=1
28/2 => 14 | route=1
28+3 => 31 | route=1
28-3 => 25 | route=1
28/3 => 9 | route=1
28+4 => 32 | route=1
28-4 => 24 | route=1
28/4 => 7 | route=1
28+5 => 33 | route=1
28-5 => 23 | route=1
28/5 => 5 | route=1
28+6 => 34 | route=1
28-6 => 22 | route=1
28/6 => 4 | route=1
28+7 => 35 | route=1
28-7 => 21 | route=1
28/7 => 4 | route=1
28+8 => 36 | route=1
28-8 => 20 | route=1
28/8 => 3 | route=1
28+9 => 37 | route=1
28-9 => 19 | route=1
28/9 => 3 | route=1
28+10 => 38 | route=1
28-10 => 18 | route=1
28/10 => 2 | route=1
28+11 => 39 | route=1
28-11 => 17 | route=1
28/11 => 2 | route=1
28+12 => 40 | route=1
28-12 => 16 | route=1
28/12 => 2 | route=1
28+13 => 41 | route=1
28-13 => 15 | route=1
28/13 => 2 | route=1
28+14 => 42 | route=1
28-14 => 14 | route=1
28/14 => 2 | route=1
28+15 => 43 | route=1
28-15 => 13 | route=1
28/15 => 1 | route=1
28+16 => 44 | route=1
28-16 => 12 | route=1
28/16 => 1 | route=1
28+17 => 45 | route=1
28-17 => 11 | route=1
28/17 => 1 | route=1
28+18 => 46 | route=1
28-18 => 10 | route=1
28/18 => 1 | route=1
28+19 => 47 | route=1
28-19 => 9 | route=1
28/19 => 1 | route=1
28+20 => 48 | route=1
28-20 => 8 | route=1
28/20 => 1 | route=1
29+0 => 29 | route=1
29-0 => 29 | route=1
29+1 => 30 | route=1
29-1 => 28 | route=1
29/1 => 29 | route=1
29+2 => 31 | route=1
29-2 => 27 | route=1
29/2 => 14 | route=1
29+3 => 32 | route=1
29-3 => 26 | route=1
29/3 => 9 | route=1
29+4 => 33 | route=1
29-4 => 25 | route=1
29/4 => 7 | route=1
29+5 => 34 | route=1
29-5 => 24 | route=1
29/5 => 5 | route=1
29+6 => 35 | route=1
29-6 => 23 | route=1
29/6 => 4 | route=1
29+7 => 36 | route=1
29-7 => 22 | route=1
29/7 => 4 | route=1
29+8 => 37 | route=1
29-8 => 21 | route=1
29/8 => 3 | route=1
29+9 => 38 | route=1
29-9 => 20 | route=1
29/9 => 3 | route=1
29+10 => 39 | route=1
29-10 => 19 | route=1
29/10 => 2 | route=1
29+11 => 40 | route=1
29-11 => 18 | route=1
29/11 => 2 | route=1
29+12 => 41 | route=1
29-12 => 17 | route=1
29/12 => 2 | route=1
29+13 => 42 | route=1
29-13 => 16 | route=1
29/13 => 2 | route=1
29+14 => 43 | route=1
29-14 => 15 | route=1
29/14 => 2 | route=1
29+15 => 44 | route=1
29-15 => 14 | route=1
29/15 => 1 | route=1
29+16 => 45 | route=1
29-16 => 13 | route=1
29/16 => 1 | route=1
29+17 => 46 | route=1
29-17 => 12 | route=1
29/17 => 1 | route=1
29+18 => 47 | route=1
29-18 => 11 | route=1
29/18 => 1 | route=1
29+19 => 48 | route=1
29-19 => 10 | route=1
29/19 => 1 | route=1
29+20 => 49 | route=1
29-20 => 9 | route=1
29/20 => 1 | route=1
30+0 => 30 | route=1
30-0 => 30 | route=1
30+1 => 31 | route=1
30-1 => 29 | route=1
30/1 => 30 | route=1
30+2 => 32 | route=1
30-2 => 28 | route=1
30/2 => 15 | route=1
30+3 => 33 | route=1
30-3 => 27 | route=1
30/3 => 10 | route=1
30+4 => 34 | route=1
30-4 => 26 | route=1
30/4 => 7 | route=1
30+5 => 35 | route=1
30-5 => 25 | route=1
30/5 => 6 | route=1
30+6 => 36 | route=1
30-6 => 24 | route=1
30/6 => 5 | route=1
30+7 => 37 | route=1
30-7 => 23 | route=1
30/7 => 4 | route=1
30+8 => 38 | route=1
30-8 => 22 | route=1
30/8 => 3 | route=1
30+9 => 39 | route=1
30-9 => 21 | route=1
30/9 => 3 | route=1
30+10 => 40 | route=1
30-10 => 20 | route=1
30/10 => 3 | route=1
30+11 => 41 | route=1
30-11 => 19 | route=1
30/11 => 2 | route=1
30+12 => 42 | route=1
30-12 => 18 | route=1
30/12 => 2 | route=1
30+13 => 43 | route=1
30-13 => 17 | route=1
30/13 => 2 | route=1
30+14 => 44 | route=1
30-14 => 16 | route=1
30/14 => 2 | route=1
30+15 => 45 | route=1
30-15 => 15 | route=1
30/15 => 2 | route=1
30+16 => 46 | route=1
30-16 => 14 | route=1
30/16 => 1 | route=1
30+17 => 47 | route=1
30-17 => 13 | route=1
30/17 => 1 | route=1
30+18 => 48 | route=1
30-18 => 12 | route=1
30/18 => 1 | route=1
30+19 => 49 | route=1
30-19 => 11 | route=1
30/19 => 1 | route=1
30+20 => 50 | route=1
30-20 => 10 | route=1
30/20 => 1 | route=1
31+0 => 31 | route=1
31-0 => 31 | route=1
31+1 => 32 | route=1
31-1 => 30 | route=1
31/1 => 31 | route=1
31+2 => 33 | route=1
31-2 => 29 | route=1
31/2 => 15 | route=1
31+3 => 34 | route=1
31-3 => 28 | route=1
31/3 => 10 | route=1
31+4 => 35 | route=1
31-4 => 27 | route=1
31/4 => 7 | route=1
31+5 => 36 | route=1
31-5 => 26 | route=1
31/5 => 6 | route=1
31+6 => 37 | route=1
31-6 => 25 | route=1
31/6 => 5 | route=1
31+7 => 38 | route=1
31-7 => 24 | route=1
31/7 => 4 | route=1
31+8 => 39 | route=1
31-8 => 23 | route=1
31/8 => 3 | route=1
31+9 => 40 | route=1
31-9 => 22 | route=1
31/9 => 3 | route=1
31+10 => 41 | route=1
31-10 => 21 | route=1
31/10 => 3 | route=1
31+11 => 42 | route=1
31-11 => 20 | route=1
31/11 => 2 | route=1
31+12 => 43 | route=1
31-12 => 19 | route=1
31/12 => 2 | route=1
31+13 => 44 | route=1
31-13 => 18 | route=1
31/13 => 2 | route=1
31+14 => 45 | route=1
31-14 => 17 | route=1
31/14 => 2 | route=1
31+15 => 46 | route=1
31-15 => 16 | route=1
31/15 => 2 | route=1
31+16 => 47 | route=1
31-16 => 15 | route=1
31/16 => 1 | route=1
31+17 => 48 | route=1
31-17 => 14 | route=1
31/17 => 1 | route=1
31+18 => 49 | route=1
31-18 => 13 | route=1
31/18 => 1 | route=1
